Time	State
3/16/2019 9:58:12 PM	0
3/16/2019 9:58:32 PM	0
3/16/2019 9:58:52 PM	0
3/16/2019 9:59:12 PM	0
3/16/2019 9:59:32 PM	0
3/16/2019 9:59:52 PM	0
3/16/2019 10:00:12 PM	0
3/16/2019 10:00:32 PM	0
3/16/2019 10:00:52 PM	0
3/16/2019 10:01:12 PM	0
3/16/2019 10:01:32 PM	0
3/16/2019 10:01:52 PM	0
3/16/2019 10:02:12 PM	0
3/16/2019 10:02:32 PM	0
3/16/2019 10:02:52 PM	0
3/16/2019 10:03:12 PM	0
3/16/2019 10:03:32 PM	0
3/16/2019 10:03:52 PM	0
3/16/2019 10:04:12 PM	0
3/16/2019 10:04:32 PM	0
3/16/2019 10:04:52 PM	0
3/16/2019 10:05:12 PM	0
3/16/2019 10:05:32 PM	0
3/16/2019 10:05:52 PM	0
3/16/2019 10:06:12 PM	0
3/16/2019 10:06:32 PM	0
3/16/2019 10:06:52 PM	0
3/16/2019 10:07:12 PM	0
3/16/2019 10:07:32 PM	0
3/16/2019 10:07:52 PM	0
3/16/2019 10:08:12 PM	0
3/16/2019 10:08:32 PM	0
3/16/2019 10:08:52 PM	0
3/16/2019 10:09:12 PM	0
3/16/2019 10:09:32 PM	0
3/16/2019 10:09:52 PM	0
3/16/2019 10:10:12 PM	0
3/16/2019 10:10:32 PM	0
3/16/2019 10:10:52 PM	0
3/16/2019 10:11:12 PM	0
3/16/2019 10:11:32 PM	0
3/16/2019 10:11:52 PM	0
3/16/2019 10:12:12 PM	0
3/16/2019 10:12:32 PM	0
3/16/2019 10:12:52 PM	0
3/16/2019 10:13:12 PM	0
3/16/2019 10:13:32 PM	0
3/16/2019 10:13:52 PM	0
3/16/2019 10:14:12 PM	0
3/16/2019 10:14:32 PM	0
3/16/2019 10:14:52 PM	0
3/16/2019 10:15:12 PM	0
3/16/2019 10:15:32 PM	0
3/16/2019 10:15:52 PM	0
3/16/2019 10:16:12 PM	0
3/16/2019 10:16:32 PM	0
3/16/2019 10:16:52 PM	0
3/16/2019 10:17:12 PM	0
3/16/2019 10:17:32 PM	0
3/16/2019 10:17:52 PM	0
3/16/2019 10:18:12 PM	0
3/16/2019 10:18:32 PM	0
3/16/2019 10:18:52 PM	0
3/16/2019 10:19:12 PM	0
3/16/2019 10:19:32 PM	0
3/16/2019 10:19:52 PM	0
3/16/2019 10:20:12 PM	0
3/16/2019 10:20:32 PM	0
3/16/2019 10:20:52 PM	0
3/16/2019 10:21:12 PM	0
3/16/2019 10:21:32 PM	0
3/16/2019 10:21:52 PM	0
3/16/2019 10:22:12 PM	0
3/16/2019 10:22:32 PM	0
3/16/2019 10:22:52 PM	0
3/16/2019 10:23:12 PM	0
3/16/2019 10:23:32 PM	0
3/16/2019 10:23:52 PM	0
3/16/2019 10:24:12 PM	0
3/16/2019 10:24:32 PM	0
3/16/2019 10:24:52 PM	0
3/16/2019 10:25:12 PM	0
3/16/2019 10:25:32 PM	0
3/16/2019 10:25:52 PM	0
3/16/2019 10:26:12 PM	0
3/16/2019 10:26:32 PM	0
3/16/2019 10:26:52 PM	0
3/16/2019 10:27:12 PM	0
3/16/2019 10:27:32 PM	0
3/16/2019 10:27:52 PM	0
3/16/2019 10:28:12 PM	0
3/16/2019 10:28:32 PM	0
3/16/2019 10:28:52 PM	0
3/16/2019 10:29:12 PM	0
3/16/2019 10:29:32 PM	0
3/16/2019 10:29:52 PM	0
3/16/2019 10:30:12 PM	0
3/16/2019 10:30:32 PM	0
3/16/2019 10:30:52 PM	0
3/16/2019 10:31:12 PM	0
3/16/2019 10:31:32 PM	0
3/16/2019 10:31:52 PM	0
3/16/2019 10:32:12 PM	0
3/16/2019 10:32:32 PM	0
3/16/2019 10:32:52 PM	0
3/16/2019 10:33:12 PM	0
3/16/2019 10:33:32 PM	0
3/16/2019 10:33:52 PM	0
3/16/2019 10:34:12 PM	0
3/16/2019 10:34:32 PM	0
3/16/2019 10:34:52 PM	0
3/16/2019 10:35:12 PM	0
3/16/2019 10:35:32 PM	0
3/16/2019 10:35:52 PM	0
3/16/2019 10:36:12 PM	0
3/16/2019 10:36:32 PM	0
3/16/2019 10:36:52 PM	0
3/16/2019 10:37:12 PM	0
3/16/2019 10:37:32 PM	0
3/16/2019 10:37:52 PM	0
3/16/2019 10:38:12 PM	0
3/16/2019 10:38:32 PM	0
3/16/2019 10:38:52 PM	0
3/16/2019 10:39:12 PM	0
3/16/2019 10:39:32 PM	0
3/16/2019 10:39:52 PM	0
3/16/2019 10:40:12 PM	0
3/16/2019 10:40:32 PM	0
3/16/2019 10:40:52 PM	0
3/16/2019 10:41:12 PM	0
3/16/2019 10:41:32 PM	0
3/16/2019 10:41:52 PM	0
3/16/2019 10:42:12 PM	0
3/16/2019 10:42:32 PM	0
3/16/2019 10:42:52 PM	0
3/16/2019 10:43:12 PM	0
3/16/2019 10:43:32 PM	0
3/16/2019 10:43:52 PM	0
3/16/2019 10:44:12 PM	0
3/16/2019 10:44:32 PM	0
3/16/2019 10:44:52 PM	0
3/16/2019 10:45:12 PM	0
3/16/2019 10:45:32 PM	0
3/16/2019 10:45:52 PM	0
3/16/2019 10:46:12 PM	0
3/16/2019 10:46:32 PM	0
3/16/2019 10:46:52 PM	0
3/16/2019 10:47:12 PM	0
3/16/2019 10:47:32 PM	0
3/16/2019 10:47:52 PM	0
3/16/2019 10:48:12 PM	0
3/16/2019 10:48:32 PM	0
3/16/2019 10:48:52 PM	0
3/16/2019 10:49:12 PM	0
3/16/2019 10:49:32 PM	0
3/16/2019 10:49:52 PM	0
3/16/2019 10:50:12 PM	0
3/16/2019 10:50:32 PM	0
3/16/2019 10:50:52 PM	0
3/16/2019 10:51:12 PM	0
3/16/2019 10:51:32 PM	0
3/16/2019 10:51:52 PM	0
3/16/2019 10:52:12 PM	0
3/16/2019 10:52:32 PM	0
3/16/2019 10:52:52 PM	0
3/16/2019 10:53:12 PM	0
3/16/2019 10:53:32 PM	0
3/16/2019 10:53:52 PM	0
3/16/2019 10:54:12 PM	0
3/16/2019 10:54:32 PM	0
3/16/2019 10:54:52 PM	0
3/16/2019 10:55:12 PM	0
3/16/2019 10:55:32 PM	0
3/16/2019 10:55:52 PM	0
3/16/2019 10:56:12 PM	0
3/16/2019 10:56:32 PM	0
3/16/2019 10:56:52 PM	0
3/16/2019 10:57:12 PM	0
3/16/2019 10:57:32 PM	0
3/16/2019 10:57:52 PM	0
3/16/2019 10:58:12 PM	0
3/16/2019 10:58:32 PM	0
3/16/2019 10:58:52 PM	0
3/16/2019 10:59:12 PM	0
3/16/2019 10:59:32 PM	0
3/16/2019 10:59:52 PM	0
3/16/2019 11:00:12 PM	0
3/16/2019 11:00:32 PM	0
3/16/2019 11:00:52 PM	0
3/16/2019 11:01:12 PM	0
3/16/2019 11:01:32 PM	0
3/16/2019 11:01:52 PM	0
3/16/2019 11:02:12 PM	0
3/16/2019 11:02:32 PM	0
3/16/2019 11:02:52 PM	0
3/16/2019 11:03:12 PM	0
3/16/2019 11:03:32 PM	0
3/16/2019 11:03:52 PM	0
3/16/2019 11:04:12 PM	0
3/16/2019 11:04:32 PM	0
3/16/2019 11:04:52 PM	0
3/16/2019 11:05:12 PM	0
3/16/2019 11:05:32 PM	0
3/16/2019 11:05:52 PM	0
3/16/2019 11:06:12 PM	0
3/16/2019 11:06:32 PM	0
3/16/2019 11:06:52 PM	0
3/16/2019 11:07:12 PM	0
3/16/2019 11:07:32 PM	0
3/16/2019 11:07:52 PM	0
3/16/2019 11:08:12 PM	0
3/16/2019 11:08:32 PM	0
3/16/2019 11:08:52 PM	0
3/16/2019 11:09:12 PM	0
3/16/2019 11:09:32 PM	0
3/16/2019 11:09:52 PM	0
3/16/2019 11:10:12 PM	0
3/16/2019 11:10:32 PM	0
3/16/2019 11:10:52 PM	0
3/16/2019 11:11:12 PM	0
3/16/2019 11:11:32 PM	0
3/16/2019 11:11:52 PM	0
3/16/2019 11:12:12 PM	0
3/16/2019 11:12:32 PM	0
3/16/2019 11:12:52 PM	0
3/16/2019 11:13:12 PM	0
3/16/2019 11:13:32 PM	0
3/16/2019 11:13:52 PM	0
3/16/2019 11:14:12 PM	0
3/16/2019 11:14:32 PM	0
3/16/2019 11:14:52 PM	0
3/16/2019 11:15:12 PM	0
3/16/2019 11:15:32 PM	0
3/16/2019 11:15:52 PM	0
3/16/2019 11:16:12 PM	0
3/16/2019 11:16:32 PM	0
3/16/2019 11:16:52 PM	0
3/16/2019 11:17:12 PM	0
3/16/2019 11:17:32 PM	1
3/16/2019 11:17:52 PM	1
3/16/2019 11:18:12 PM	1
3/16/2019 11:18:32 PM	1
3/16/2019 11:18:52 PM	1
3/16/2019 11:19:12 PM	1
3/16/2019 11:19:32 PM	1
3/16/2019 11:19:52 PM	1
3/16/2019 11:20:12 PM	1
3/16/2019 11:20:32 PM	1
3/16/2019 11:20:52 PM	1
3/16/2019 11:21:12 PM	1
3/16/2019 11:21:32 PM	1
3/16/2019 11:21:52 PM	1
3/16/2019 11:22:12 PM	1
3/16/2019 11:22:32 PM	1
3/16/2019 11:22:52 PM	1
3/16/2019 11:23:12 PM	1
3/16/2019 11:23:32 PM	1
3/16/2019 11:23:52 PM	1
3/16/2019 11:24:12 PM	1
3/16/2019 11:24:32 PM	1
3/16/2019 11:24:52 PM	1
3/16/2019 11:25:12 PM	1
3/16/2019 11:25:32 PM	1
3/16/2019 11:25:52 PM	1
3/16/2019 11:26:12 PM	1
3/16/2019 11:26:32 PM	1
3/16/2019 11:26:52 PM	1
3/16/2019 11:27:12 PM	1
3/16/2019 11:27:32 PM	1
3/16/2019 11:27:52 PM	1
3/16/2019 11:28:12 PM	1
3/16/2019 11:28:32 PM	1
3/16/2019 11:28:52 PM	1
3/16/2019 11:29:12 PM	1
3/16/2019 11:29:32 PM	1
3/16/2019 11:29:52 PM	1
3/16/2019 11:30:12 PM	1
3/16/2019 11:30:32 PM	1
3/16/2019 11:30:52 PM	1
3/16/2019 11:31:12 PM	1
3/16/2019 11:31:32 PM	1
3/16/2019 11:31:52 PM	1
3/16/2019 11:32:12 PM	1
3/16/2019 11:32:32 PM	1
3/16/2019 11:32:52 PM	1
3/16/2019 11:33:12 PM	1
3/16/2019 11:33:32 PM	1
3/16/2019 11:33:52 PM	1
3/16/2019 11:34:12 PM	1
3/16/2019 11:34:32 PM	1
3/16/2019 11:34:52 PM	1
3/16/2019 11:35:12 PM	1
3/16/2019 11:35:32 PM	1
3/16/2019 11:35:52 PM	1
3/16/2019 11:36:12 PM	1
3/16/2019 11:36:32 PM	1
3/16/2019 11:36:52 PM	1
3/16/2019 11:37:12 PM	1
3/16/2019 11:37:32 PM	1
3/16/2019 11:37:52 PM	1
3/16/2019 11:38:12 PM	1
3/16/2019 11:38:32 PM	1
3/16/2019 11:38:52 PM	1
3/16/2019 11:39:12 PM	1
3/16/2019 11:39:32 PM	1
3/16/2019 11:39:52 PM	1
3/16/2019 11:40:12 PM	1
3/16/2019 11:40:32 PM	1
3/16/2019 11:40:52 PM	1
3/16/2019 11:41:12 PM	1
3/16/2019 11:41:32 PM	1
3/16/2019 11:41:52 PM	1
3/16/2019 11:42:12 PM	1
3/16/2019 11:42:32 PM	1
3/16/2019 11:42:52 PM	1
3/16/2019 11:43:12 PM	1
3/16/2019 11:43:32 PM	1
3/16/2019 11:43:52 PM	1
3/16/2019 11:44:12 PM	1
3/16/2019 11:44:32 PM	1
3/16/2019 11:44:52 PM	1
3/16/2019 11:45:12 PM	1
3/16/2019 11:45:32 PM	1
3/16/2019 11:45:52 PM	1
3/16/2019 11:46:12 PM	1
3/16/2019 11:46:32 PM	1
3/16/2019 11:46:52 PM	1
3/16/2019 11:47:12 PM	1
3/16/2019 11:47:32 PM	1
3/16/2019 11:47:52 PM	1
3/16/2019 11:48:12 PM	1
3/16/2019 11:48:32 PM	1
3/16/2019 11:48:52 PM	1
3/16/2019 11:49:12 PM	1
3/16/2019 11:49:32 PM	1
3/16/2019 11:49:52 PM	1
3/16/2019 11:50:12 PM	1
3/16/2019 11:50:32 PM	1
3/16/2019 11:50:52 PM	1
3/16/2019 11:51:12 PM	1
3/16/2019 11:51:32 PM	1
3/16/2019 11:51:52 PM	1
3/16/2019 11:52:12 PM	1
3/16/2019 11:52:32 PM	1
3/16/2019 11:52:52 PM	1
3/16/2019 11:53:12 PM	1
3/16/2019 11:53:32 PM	1
3/16/2019 11:53:52 PM	1
3/16/2019 11:54:12 PM	1
3/16/2019 11:54:32 PM	1
3/16/2019 11:54:52 PM	1
3/16/2019 11:55:12 PM	1
3/16/2019 11:55:32 PM	1
3/16/2019 11:55:52 PM	1
3/16/2019 11:56:12 PM	1
3/16/2019 11:56:32 PM	1
3/16/2019 11:56:52 PM	1
3/16/2019 11:57:12 PM	1
3/16/2019 11:57:32 PM	1
3/16/2019 11:57:52 PM	1
3/16/2019 11:58:12 PM	1
3/16/2019 11:58:32 PM	1
3/16/2019 11:58:52 PM	1
3/16/2019 11:59:12 PM	1
3/16/2019 11:59:32 PM	1
3/16/2019 11:59:52 PM	1
3/17/2019 12:00:12 AM	1
3/17/2019 12:00:32 AM	1
3/17/2019 12:00:52 AM	1
3/17/2019 12:01:12 AM	1
3/17/2019 12:01:32 AM	1
3/17/2019 12:01:52 AM	1
3/17/2019 12:02:12 AM	1
3/17/2019 12:02:32 AM	1
3/17/2019 12:02:52 AM	1
3/17/2019 12:03:12 AM	1
3/17/2019 12:03:32 AM	1
3/17/2019 12:03:52 AM	1
3/17/2019 12:04:12 AM	1
3/17/2019 12:04:32 AM	1
3/17/2019 12:04:52 AM	1
3/17/2019 12:05:12 AM	0
3/17/2019 12:05:32 AM	0
3/17/2019 12:05:52 AM	0
3/17/2019 12:06:12 AM	0
3/17/2019 12:06:32 AM	0
3/17/2019 12:06:52 AM	0
3/17/2019 12:07:12 AM	0
3/17/2019 12:07:32 AM	0
3/17/2019 12:07:52 AM	0
3/17/2019 12:08:12 AM	0
3/17/2019 12:08:32 AM	0
3/17/2019 12:08:52 AM	0
3/17/2019 12:09:12 AM	0
3/17/2019 12:09:32 AM	0
3/17/2019 12:09:52 AM	0
3/17/2019 12:10:12 AM	0
3/17/2019 12:10:32 AM	0
3/17/2019 12:10:52 AM	0
3/17/2019 12:11:12 AM	0
3/17/2019 12:11:32 AM	0
3/17/2019 12:11:52 AM	0
3/17/2019 12:12:12 AM	0
3/17/2019 12:12:32 AM	0
3/17/2019 12:12:52 AM	0
3/17/2019 12:13:12 AM	0
3/17/2019 12:13:32 AM	0
3/17/2019 12:13:52 AM	0
3/17/2019 12:14:12 AM	0
3/17/2019 12:14:32 AM	0
3/17/2019 12:14:52 AM	0
3/17/2019 12:15:12 AM	0
3/17/2019 12:15:32 AM	0
3/17/2019 12:15:52 AM	0
3/17/2019 12:16:12 AM	0
3/17/2019 12:16:32 AM	0
3/17/2019 12:16:52 AM	0
3/17/2019 12:17:12 AM	0
3/17/2019 12:17:32 AM	0
3/17/2019 12:17:52 AM	0
3/17/2019 12:18:12 AM	0
3/17/2019 12:18:32 AM	0
3/17/2019 12:18:52 AM	0
3/17/2019 12:19:12 AM	0
3/17/2019 12:19:32 AM	0
3/17/2019 12:19:52 AM	0
3/17/2019 12:20:12 AM	0
3/17/2019 12:20:32 AM	0
3/17/2019 12:20:52 AM	0
3/17/2019 12:21:12 AM	0
3/17/2019 12:21:32 AM	0
3/17/2019 12:21:52 AM	0
3/17/2019 12:22:12 AM	0
3/17/2019 12:22:32 AM	0
3/17/2019 12:22:52 AM	0
3/17/2019 12:23:12 AM	0
3/17/2019 12:23:32 AM	0
3/17/2019 12:23:52 AM	0
3/17/2019 12:24:12 AM	0
3/17/2019 12:24:32 AM	0
3/17/2019 12:24:52 AM	0
3/17/2019 12:25:12 AM	0
3/17/2019 12:25:32 AM	0
3/17/2019 12:25:52 AM	0
3/17/2019 12:26:12 AM	0
3/17/2019 12:26:32 AM	0
3/17/2019 12:26:52 AM	0
3/17/2019 12:27:12 AM	0
3/17/2019 12:27:32 AM	0
3/17/2019 12:27:52 AM	0
3/17/2019 12:28:12 AM	0
3/17/2019 12:28:32 AM	0
3/17/2019 12:28:52 AM	0
3/17/2019 12:29:12 AM	0
3/17/2019 12:29:32 AM	0
3/17/2019 12:29:52 AM	0
3/17/2019 12:30:12 AM	0
3/17/2019 12:30:32 AM	0
3/17/2019 12:30:52 AM	0
3/17/2019 12:31:12 AM	0
3/17/2019 12:31:32 AM	0
3/17/2019 12:31:52 AM	0
3/17/2019 12:32:12 AM	0
3/17/2019 12:32:32 AM	0
3/17/2019 12:32:52 AM	0
3/17/2019 12:33:12 AM	0
3/17/2019 12:33:32 AM	0
3/17/2019 12:33:52 AM	0
3/17/2019 12:34:12 AM	0
3/17/2019 12:34:32 AM	0
3/17/2019 12:34:52 AM	0
3/17/2019 12:35:12 AM	0
3/17/2019 12:35:32 AM	0
3/17/2019 12:35:52 AM	0
3/17/2019 12:36:12 AM	0
3/17/2019 12:36:32 AM	0
3/17/2019 12:36:52 AM	0
3/17/2019 12:37:12 AM	0
3/17/2019 12:37:32 AM	0
3/17/2019 12:37:52 AM	0
3/17/2019 12:38:12 AM	0
3/17/2019 12:38:32 AM	0
3/17/2019 12:38:52 AM	0
3/17/2019 12:39:12 AM	0
3/17/2019 12:39:32 AM	0
3/17/2019 12:39:52 AM	0
3/17/2019 12:40:12 AM	0
3/17/2019 12:40:32 AM	0
3/17/2019 12:40:52 AM	0
3/17/2019 12:41:12 AM	0
3/17/2019 12:41:32 AM	0
3/17/2019 12:41:52 AM	0
3/17/2019 12:42:12 AM	0
3/17/2019 12:42:32 AM	0
3/17/2019 12:42:52 AM	0
3/17/2019 12:43:12 AM	0
3/17/2019 12:43:32 AM	0
3/17/2019 12:43:52 AM	0
3/17/2019 12:44:12 AM	0
3/17/2019 12:44:32 AM	0
3/17/2019 12:44:52 AM	0
3/17/2019 12:45:12 AM	0
3/17/2019 12:45:32 AM	0
3/17/2019 12:45:52 AM	0
3/17/2019 12:46:12 AM	0
3/17/2019 12:46:32 AM	0
3/17/2019 12:46:52 AM	0
3/17/2019 12:47:12 AM	0
3/17/2019 12:47:32 AM	0
3/17/2019 12:47:52 AM	0
3/17/2019 12:48:12 AM	0
3/17/2019 12:48:32 AM	0
3/17/2019 12:48:52 AM	0
3/17/2019 12:49:12 AM	0
3/17/2019 12:49:32 AM	0
3/17/2019 12:49:52 AM	0
3/17/2019 12:50:12 AM	0
3/17/2019 12:50:32 AM	0
3/17/2019 12:50:52 AM	0
3/17/2019 12:51:12 AM	0
3/17/2019 12:51:32 AM	0
3/17/2019 12:51:52 AM	0
3/17/2019 12:52:12 AM	0
3/17/2019 12:52:32 AM	0
3/17/2019 12:52:52 AM	0
3/17/2019 12:53:12 AM	0
3/17/2019 12:53:32 AM	0
3/17/2019 12:53:52 AM	0
3/17/2019 12:54:12 AM	0
3/17/2019 12:54:32 AM	0
3/17/2019 12:54:52 AM	0
3/17/2019 12:55:12 AM	0
3/17/2019 12:55:32 AM	0
3/17/2019 12:55:52 AM	0
3/17/2019 12:56:12 AM	0
3/17/2019 12:56:32 AM	0
3/17/2019 12:56:52 AM	0
3/17/2019 12:57:12 AM	0
3/17/2019 12:57:32 AM	0
3/17/2019 12:57:52 AM	0
3/17/2019 12:58:12 AM	0
3/17/2019 12:58:32 AM	0
3/17/2019 12:58:52 AM	0
3/17/2019 12:59:12 AM	0
3/17/2019 12:59:32 AM	0
3/17/2019 12:59:52 AM	0
3/17/2019 1:00:12 AM	0
3/17/2019 1:00:32 AM	0
3/17/2019 1:00:52 AM	0
3/17/2019 1:01:12 AM	0
3/17/2019 1:01:32 AM	0
3/17/2019 1:01:52 AM	0
3/17/2019 1:02:12 AM	0
3/17/2019 1:02:32 AM	0
3/17/2019 1:02:52 AM	0
3/17/2019 1:03:12 AM	0
3/17/2019 1:03:32 AM	0
3/17/2019 1:03:52 AM	0
3/17/2019 1:04:12 AM	0
3/17/2019 1:04:32 AM	0
3/17/2019 1:04:52 AM	0
3/17/2019 1:05:12 AM	0
3/17/2019 1:05:32 AM	0
3/17/2019 1:05:52 AM	0
3/17/2019 1:06:12 AM	0
3/17/2019 1:06:32 AM	0
3/17/2019 1:06:52 AM	0
3/17/2019 1:07:12 AM	0
3/17/2019 1:07:32 AM	0
3/17/2019 1:07:52 AM	0
3/17/2019 1:08:12 AM	0
3/17/2019 1:08:32 AM	0
3/17/2019 1:08:52 AM	0
3/17/2019 1:09:12 AM	0
3/17/2019 1:09:32 AM	0
3/17/2019 1:09:52 AM	0
3/17/2019 1:10:12 AM	0
3/17/2019 1:10:32 AM	0
3/17/2019 1:10:52 AM	0
3/17/2019 1:11:12 AM	0
3/17/2019 1:11:32 AM	0
3/17/2019 1:11:52 AM	0
3/17/2019 1:12:12 AM	0
3/17/2019 1:12:32 AM	0
3/17/2019 1:12:52 AM	0
3/17/2019 1:13:12 AM	0
3/17/2019 1:13:32 AM	0
3/17/2019 1:13:52 AM	0
3/17/2019 1:14:12 AM	0
3/17/2019 1:14:32 AM	0
3/17/2019 1:14:52 AM	0
3/17/2019 1:15:12 AM	0
3/17/2019 1:15:32 AM	0
3/17/2019 1:15:52 AM	0
3/17/2019 1:16:12 AM	0
3/17/2019 1:16:32 AM	0
3/17/2019 1:16:52 AM	0
3/17/2019 1:17:12 AM	0
3/17/2019 1:17:32 AM	0
3/17/2019 1:17:52 AM	0
3/17/2019 1:18:12 AM	0
3/17/2019 1:18:32 AM	0
3/17/2019 1:18:52 AM	0
3/17/2019 1:19:12 AM	0
3/17/2019 1:19:32 AM	0
3/17/2019 1:19:52 AM	0
3/17/2019 1:20:12 AM	0
3/17/2019 1:20:32 AM	0
3/17/2019 1:20:52 AM	0
3/17/2019 1:21:12 AM	0
3/17/2019 1:21:32 AM	0
3/17/2019 1:21:52 AM	0
3/17/2019 1:22:12 AM	0
3/17/2019 1:22:32 AM	0
3/17/2019 1:22:52 AM	0
3/17/2019 1:23:12 AM	0
3/17/2019 1:23:32 AM	0
3/17/2019 1:23:52 AM	0
3/17/2019 1:24:12 AM	0
3/17/2019 1:24:32 AM	0
3/17/2019 1:24:52 AM	0
3/17/2019 1:25:12 AM	0
3/17/2019 1:25:32 AM	0
3/17/2019 1:25:52 AM	0
3/17/2019 1:26:12 AM	0
3/17/2019 1:26:32 AM	0
3/17/2019 1:26:52 AM	0
3/17/2019 1:27:12 AM	0
3/17/2019 1:27:32 AM	0
3/17/2019 1:27:52 AM	0
3/17/2019 1:28:12 AM	0
3/17/2019 1:28:32 AM	0
3/17/2019 1:28:52 AM	0
3/17/2019 1:29:12 AM	0
3/17/2019 1:29:32 AM	0
3/17/2019 1:29:52 AM	0
3/17/2019 1:30:12 AM	0
3/17/2019 1:30:32 AM	0
3/17/2019 1:30:52 AM	0
3/17/2019 1:31:12 AM	0
3/17/2019 1:31:32 AM	0
3/17/2019 1:31:52 AM	0
3/17/2019 1:32:12 AM	0
3/17/2019 1:32:32 AM	0
3/17/2019 1:32:52 AM	0
3/17/2019 1:33:12 AM	0
3/17/2019 1:33:32 AM	0
3/17/2019 1:33:52 AM	0
3/17/2019 1:34:12 AM	0
3/17/2019 1:34:32 AM	0
3/17/2019 1:34:52 AM	0
3/17/2019 1:35:12 AM	0
3/17/2019 1:35:32 AM	0
3/17/2019 1:35:52 AM	0
3/17/2019 1:36:12 AM	0
3/17/2019 1:36:32 AM	0
3/17/2019 1:36:52 AM	0
3/17/2019 1:37:12 AM	0
3/17/2019 1:37:32 AM	0
3/17/2019 1:37:52 AM	0
3/17/2019 1:38:12 AM	0
3/17/2019 1:38:32 AM	0
3/17/2019 1:38:52 AM	0
3/17/2019 1:39:12 AM	0
3/17/2019 1:39:32 AM	0
3/17/2019 1:39:52 AM	0
3/17/2019 1:40:12 AM	0
3/17/2019 1:40:32 AM	0
3/17/2019 1:40:52 AM	0
3/17/2019 1:41:12 AM	0
3/17/2019 1:41:32 AM	0
3/17/2019 1:41:52 AM	0
3/17/2019 1:42:12 AM	0
3/17/2019 1:42:32 AM	0
3/17/2019 1:42:52 AM	0
3/17/2019 1:43:12 AM	0
3/17/2019 1:43:32 AM	0
3/17/2019 1:43:52 AM	0
3/17/2019 1:44:12 AM	0
3/17/2019 1:44:32 AM	0
3/17/2019 1:44:52 AM	0
3/17/2019 1:45:12 AM	0
3/17/2019 1:45:32 AM	0
3/17/2019 1:45:52 AM	0
3/17/2019 1:46:12 AM	0
3/17/2019 1:46:32 AM	0
3/17/2019 1:46:52 AM	0
3/17/2019 1:47:12 AM	0
3/17/2019 1:47:32 AM	0
3/17/2019 1:47:52 AM	0
3/17/2019 1:48:12 AM	0
3/17/2019 1:48:32 AM	0
3/17/2019 1:48:52 AM	0
3/17/2019 1:49:12 AM	0
3/17/2019 1:49:32 AM	0
3/17/2019 1:49:52 AM	0
3/17/2019 1:50:12 AM	0
3/17/2019 1:50:32 AM	0
3/17/2019 1:50:52 AM	0
3/17/2019 1:51:12 AM	0
3/17/2019 1:51:32 AM	0
3/17/2019 1:51:52 AM	0
3/17/2019 1:52:12 AM	0
3/17/2019 1:52:32 AM	0
3/17/2019 1:52:52 AM	0
3/17/2019 1:53:12 AM	0
3/17/2019 1:53:32 AM	0
3/17/2019 1:53:52 AM	0
3/17/2019 1:54:12 AM	0
3/17/2019 1:54:32 AM	0
3/17/2019 1:54:52 AM	0
3/17/2019 1:55:12 AM	0
3/17/2019 1:55:32 AM	0
3/17/2019 1:55:52 AM	0
3/17/2019 1:56:12 AM	0
3/17/2019 1:56:32 AM	0
3/17/2019 1:56:52 AM	0
3/17/2019 1:57:12 AM	0
3/17/2019 1:57:32 AM	0
3/17/2019 1:57:52 AM	0
3/17/2019 1:58:12 AM	0
3/17/2019 1:58:32 AM	0
3/17/2019 1:58:52 AM	0
3/17/2019 1:59:12 AM	0
3/17/2019 1:59:32 AM	0
3/17/2019 1:59:52 AM	0
3/17/2019 2:00:12 AM	0
3/17/2019 2:00:32 AM	0
3/17/2019 2:00:52 AM	0
3/17/2019 2:01:12 AM	0
3/17/2019 2:01:32 AM	0
3/17/2019 2:01:52 AM	0
3/17/2019 2:02:12 AM	0
3/17/2019 2:02:32 AM	0
3/17/2019 2:02:52 AM	0
3/17/2019 2:03:12 AM	0
3/17/2019 2:03:32 AM	0
3/17/2019 2:03:52 AM	0
3/17/2019 2:04:12 AM	0
3/17/2019 2:04:32 AM	0
3/17/2019 2:04:52 AM	0
3/17/2019 2:05:12 AM	0
3/17/2019 2:05:32 AM	0
3/17/2019 2:05:52 AM	0
3/17/2019 2:06:12 AM	0
3/17/2019 2:06:32 AM	0
3/17/2019 2:06:52 AM	0
3/17/2019 2:07:12 AM	0
3/17/2019 2:07:32 AM	0
3/17/2019 2:07:52 AM	0
3/17/2019 2:08:12 AM	0
3/17/2019 2:08:32 AM	0
3/17/2019 2:08:52 AM	0
3/17/2019 2:09:12 AM	0
3/17/2019 2:09:32 AM	0
3/17/2019 2:09:52 AM	0
3/17/2019 2:10:12 AM	0
3/17/2019 2:10:32 AM	0
3/17/2019 2:10:52 AM	0
3/17/2019 2:11:12 AM	0
3/17/2019 2:11:32 AM	0
3/17/2019 2:11:52 AM	0
3/17/2019 2:12:12 AM	0
3/17/2019 2:12:32 AM	0
3/17/2019 2:12:52 AM	0
3/17/2019 2:13:12 AM	0
3/17/2019 2:13:32 AM	0
3/17/2019 2:13:52 AM	0
3/17/2019 2:14:12 AM	0
3/17/2019 2:14:32 AM	0
3/17/2019 2:14:52 AM	0
3/17/2019 2:15:12 AM	0
3/17/2019 2:15:32 AM	0
3/17/2019 2:15:52 AM	0
3/17/2019 2:16:12 AM	0
3/17/2019 2:16:32 AM	0
3/17/2019 2:16:52 AM	0
